time,energy,gps,odo,speed,soc
1511436838000,55.244,52.09014892578125|5.1219801902771,88528.356,21,66
1511436839000,55.244,52.09014892578125|5.1219801902771,88528.363,25,66
1511436840000,55.244,52.0899543762207|5.122011661529541,88528.37,28,66
1511436841000,55.244,52.0899543762207|5.122011661529541,88528.378,29,66
1511436842000,55.244,52.089908599853516|5.1220383644104,88528.386,27,66
1511436843000,55.244,52.089866638183594|5.122071743011475,88528.393,24,64.8
1511436844000,55.244,52.089866638183594|5.122071743011475,88528.399,23,64.8
1511436845000,55.244,52.089752197265625|5.122133255004883,88528.404,23,64.8
1511436846000,55.367,52.089698791503906|5.122161865234375,88528.412,25,64.8
1511436847000,55.367,52.089698791503906|5.122161865234375,88528.419,26,64.8
1511436848000,55.367,52.089576721191406|5.122231483459473,88528.425,27,64.8
1511436849000,55.367,52.089576721191406|5.122231483459473,88528.434,28,64.8
1511436850000,55.367,52.08945846557617|5.122294902801514,88528.442,26,64.8
1511436851000,55.367,52.089393615722656|5.122326850891113,88528.448,24,64.8
1511436852000,55.367,52.089393615722656|5.122326850891113,88528.456,22,64.8
1511436853000,55.367,52.08928298950195|5.122396469116211,88528.461,18,64.8
1511436854000,55.367,52.08928298950195|5.122396469116211,88528.466,13,64.8
1511436855000,55.367,52.08915710449219|5.122461795806885,88528.469,10,64.8
1511436856000,55.367,52.08915710449219|5.122461795806885,88528.471,9,64.8
1511436857000,55.388,52.08906173706055|5.122501850128174,88528.473,9,64.8
1511436858000,55.388,52.08906173706055|5.122501850128174,88528.477,12,64.8
1511436859000,55.388,52.08900451660156|5.122536659240723,88528.48,12,64.8
1511436860000,55.388,52.08900451660156|5.122536659240723,88528.483,12,64.8
1511436861000,55.388,52.08895492553711|5.122556686401367,88528.487,11,64.8
1511436862000,55.388,52.08892059326172|5.1225714683532715,88528.489,8,64.8
1511436863000,55.388,52.08889389038086|5.122583389282227,88528.491,7,64.8
1511436864000,55.388,52.08889389038086|5.122583389282227,88528.493,6,64.8
1511436865000,55.388,52.08884811401367|5.122604846954346,88528.495,5,64.8
1511436866000,55.388,52.088829040527344|5.122618198394775,88528.496,5,64.8
1511436867000,55.388,52.088829040527344|5.122618198394775,88528.497,1,64.8
1511436868000,55.425,52.088809967041016|5.122628211975098,88528.497,2,64.8
1511436869000,55.425,52.08879852294922|5.122636795043945,88528.499,7,64.8
1511436870000,55.425,52.08879470825195|5.122650146484375,88528.502,12,64.8
1511436871000,55.425,52.08879089355469|5.122661590576172,88528.505,16,64.8
1511436872000,55.425,52.08879089355469|5.122661590576172,88528.511,22,64.8
1511436873000,55.425,52.0887451171875|5.122710227966309,88528.517,23,64.8
1511436874000,55.425,52.088714599609375|5.122738361358643,88528.524,23,64.8
1511436875000,55.425,52.088714599609375|5.122738361358643,88528.53,24,64.8
1511436876000,55.425,52.088619232177734|5.122791767120361,88528.537,25,64.8
1511436877000,55.425,52.088565826416016|5.122829914093018,88528.544,27,64.8
1511436878000,55.536,52.088565826416016|5.122829914093018,88528.552,28,64.8
1511436879000,55.536,52.08845520019531|5.122920036315918,88528.557,29,64.8
1511436880000,55.536,52.0883903503418|5.122960090637207,88528.568,30,64.8
1511436881000,55.536,52.0883903503418|5.122960090637207,88528.576,30,64.8
1511436882000,55.536,52.08826446533203|5.123048305511475,88528.583,30,64.8
1511436883000,55.536,52.08818817138672|5.123096466064453,88528.593,30,64.8
1511436884000,55.536,52.08818817138672|5.123096466064453,88528.601,27,64.8
1511436885000,55.536,52.08804702758789|5.1231865882873535,88528.607,26,64.8
1511436886000,55.536,52.08804702758789|5.1231865882873535,88528.615,26,64.8
1511436887000,55.536,52.08790588378906|5.123261451721191,88528.622,24,64.8
1511436888000,55.536,52.08784484863281|5.123296737670898,88528.629,23,64.8
1511436889000,55.571,52.08784484863281|5.123296737670898,88528.635,22,64.8
1511436890000,55.571,52.08771896362305|5.123373508453369,88528.641,20,64.8
1511436891000,55.571,52.08766555786133|5.1234049797058105,88528.646,18,64.8
1511436892000,55.571,52.08766555786133|5.1234049797058105,88528.651,17,64.8
1511436893000,55.571,52.087562561035156|5.123461723327637,88528.655,15,64.8
1511436894000,55.571,52.08751678466797|5.123483180999756,88528.659,13,64.8
1511436895000,55.571,52.08751678466797|5.123483180999756,88528.662,10,64.8
1511436896000,55.571,52.08744812011719|5.123538494110107,88528.665,6,64.8
1511436897000,55.571,52.0874137878418|5.123558521270752,88528.666,3,64.8
1511436898000,55.571,52.0874137878418|5.123558521270752,88528.666,0,64.8
1511436917000,55.571,52.0874137878418|5.123558521270752,,1,64.8
1511436918000,55.578,52.0874137878418|5.123558521270752,88528.666,1,64.8
1511436919000,55.578,52.0874137878418|5.123558521270752,88528.667,0,64.8
1511436920000,55.578,52.0874137878418|5.123558521270752,88528.667,2,64.8
1511436921000,55.578,52.0874137878418|5.123558521270752,88528.668,4,64.8
1511436922000,55.578,52.0874137878418|5.123558521270752,88528.669,5,64.8
1511436923000,55.578,52.0874137878418|5.123558521270752,88528.671,8,64.8
1511436924000,55.578,52.0874137878418|5.123558521270752,88528.674,11,64.8
1511436925000,55.578,52.08732986450195|5.1236701011657715,88528.676,11,64.8
1511436926000,55.578,52.087310791015625|5.123683452606201,88528.68,14,64.8
1511436927000,55.578,52.087310791015625|5.123683452606201,88528.685,17,64.8
1511436928000,55.644,52.087284088134766|5.123726844787598,88528.689,20,64.8
1511436929000,55.644,52.08726119995117|5.123746871948242,88528.696,23,64.8
1511436930000,55.644,52.08726119995117|5.123746871948242,88528.703,23,64.8
1511436931000,55.644,52.08718490600586|5.123791694641113,88528.708,21,64.8
1511436932000,55.644,52.08718490600586|5.123791694641113,88528.715,20,64.8
1511436933000,55.644,52.08707809448242|5.123851776123047,88528.72,18,64.8
1511436934000,55.644,52.08707809448242|5.123851776123047,88528.725,17,64.8
1511436935000,55.644,52.086978912353516|5.123899936676025,88528.729,11,64.8
1511436936000,55.644,52.08694076538086|5.1239166259765625,88528.731,5,64.8
1511436937000,55.644,52.08694076538086|5.1239166259765625,88528.732,7,64.8
1511436938000,55.687,52.08687973022461|5.123941898345947,88528.735,10,64.8
1511436939000,55.687,52.08687973022461|5.123941898345947,88528.738,16,64.8
1511436940000,55.687,52.08683776855469|5.123951435089111,88528.744,22,64.8
1511436941000,55.687,52.086814880371094|5.123964786529541,88528.75,26,64.8
1511436942000,55.687,52.086814880371094|5.123964786529541,88528.758,27,64.8
1511436943000,55.687,52.086727142333984|5.12400484085083,88528.765,27,64.8
1511436944000,55.687,52.086727142333984|5.12400484085083,88528.773,28,64.8
1511436945000,55.687,52.08661651611328|5.124061584472656,88528.781,28,64.8
1511436946000,55.687,52.0865592956543|5.124093532562256,88528.788,28,64.8
1511436947000,55.687,52.0865592956543|5.124093532562256,88528.796,29,64.8
1511436948000,55.687,52.08644104003906|5.124175071716309,88528.802,29,64.8
1511436949000,55.808,52.08638000488281|5.124215126037598,88528.812,29,64.8
1511436950000,55.808,52.08638000488281|5.124215126037598,88528.821,29,64.8
1511436951000,55.808,52.08625411987305|5.124306678771973,88528.827,29,64.8
1511436952000,55.808,52.08625411987305|5.124306678771973,88528.837,29,64.8
1511436953000,55.808,52.08612823486328|5.124393463134766,88528.845,27,64.8
1511436954000,55.808,52.08612823486328|5.124393463134766,88528.851,25,64.8
1511436955000,55.808,52.08600616455078|5.1244797706604,88528.858,22,64.8
1511436956000,55.808,52.08594512939453|5.124526500701904,88528.864,18,64.8
1511436957000,55.808,52.08594512939453|5.124526500701904,88528.868,13,64.8
1511436958000,55.808,52.08585739135742|5.1246018409729,88528.871,6,64.8
1511436959000,55.8,52.08585739135742|5.1246018409729,88528.872,2,64.8
1511436960000,55.8,52.0858039855957|5.124654769897461,88528.872,2,64.8
1511436961000,55.8,52.0858039855957|5.124654769897461,88528.873,6,64.8
1511436962000,55.8,52.08578872680664|5.124670028686523,88528.875,9,64.8
1511436963000,55.8,52.085784912109375|5.124666690826416,88528.879,12,64.8
1511436964000,55.8,52.085784912109375|5.124666690826416,88528.882,11,64.8
1511436965000,55.8,52.08575439453125|5.124691486358643,88528.885,10,64.8
1511436966000,55.8,52.08575439453125|5.124691486358643,88528.888,7,64.8
1511436967000,55.8,52.08570861816406|5.124734878540039,88528.889,4,64.8
1511436968000,55.8,52.085689544677734|5.124764919281006,88528.89,0,64.8
1511436980000,55.8,52.085689544677734|5.124764919281006,88528.89,1,64.8
1511436981000,55.8,52.085689544677734|5.124764919281006,88528.89,2,64.8
1511436982000,55.846,52.085689544677734|5.124764919281006,88528.891,6,64.8
1511436983000,55.846,52.085689544677734|5.124764919281006,88528.894,12,64.8
1511436984000,55.846,52.085689544677734|5.124764919281006,88528.898,15,64.8
1511436985000,55.846,52.085689544677734|5.124764919281006,88528.901,17,64.8
1511436986000,55.846,52.08563232421875|5.124858379364014,88528.907,20,64.8
1511436987000,55.846,52.08561325073242|5.124881744384766,88528.913,23,64.8
1511436988000,55.846,52.085594177246094|5.124903202056885,88528.919,23,64.8
1511436989000,55.846,52.085594177246094|5.124903202056885,88528.926,21,64.8
1511436990000,55.846,52.085506439208984|5.125001430511475,88528.931,19,64.8
1511436991000,55.846,52.085506439208984|5.125001430511475,88528.937,17,64.8
1511436992000,55.919,52.085506439208984|5.125001430511475,88528.941,16,64.8
1511436993000,55.919,52.085384368896484|5.1251349449157715,88528.945,14,64.8
1511436994000,55.919,52.085350036621094|5.125166893005371,88528.949,,64
1511436995000,55.919,52.085350036621094|5.125166893005371,88528.952,14,64
1511436996000,55.919,52.085296630859375|5.125206470489502,88528.957,16,64
1511436997000,55.919,52.085269927978516|5.125223159790039,88528.961,15,64
1511436998000,55.919,52.085269927978516|5.125223159790039,88528.965,13,64
1511436999000,55.919,52.085205078125|5.125259876251221,88528.968,11,64
1511437000000,55.919,52.085205078125|5.125259876251221,88528.971,9,64
1511437001000,55.919,52.085205078125|5.125259876251221,88528.974,11,64
1511437002000,55.919,52.085121154785156|5.1253132820129395,88528.977,13,64
1511437003000,55.959,52.085121154785156|5.1253132820129395,88528.981,16,64
1511437004000,55.959,52.085121154785156|5.1253132820129395,88528.986,16,64
1511437005000,55.959,52.08505630493164|5.125373363494873,88528.989,,64
1511437006000,55.959,52.085025787353516|5.125401496887207,88528.993,11,64
1511437007000,55.959,52.085025787353516|5.125401496887207,88528.996,10,64
1511437008000,55.959,52.0849723815918|5.125464916229248,88528.998,9,64
1511437009000,55.959,52.0849494934082|5.125481605529785,88529.001,10,64
1511437010000,55.959,52.0849494934082|5.125481605529785,88529.004,12,64
1511437011000,55.959,52.08491134643555|5.125516891479492,88529.007,15,64
1511437012000,55.959,52.08491134643555|5.125516891479492,88529.013,16,64
1511437013000,55.959,52.08486557006836|5.125583171844482,88529.017,15,64
1511437014000,56.008,52.08486557006836|5.125583171844482,88529.021,13,64
1511437015000,56.008,52.08479690551758|5.125668525695801,88529.024,12,64
1511437016000,56.008,52.08479690551758|5.125668525695801,88529.028,11,64
1511437017000,56.008,52.084739685058594|5.125728130340576,88529.03,7,64
1511437018000,56.008,52.084739685058594|5.125728130340576,88529.032,5,64
1511437019000,56.008,52.08469772338867|5.1257781982421875,88529.033,3,64
1511437020000,56.008,52.08468246459961|5.125798225402832,88529.034,1,64
1511437021000,56.008,52.08468246459961|5.125798225402832,88529.034,0,64
1511437027000,56.008,52.08468246459961|5.125798225402832,88529.034,3,64
1511437028000,56.025,52.08468246459961|5.125798225402832,88529.035,9,64
1511437029000,56.025,52.08468246459961|5.125798225402832,88529.039,13,64
1511437030000,56.025,52.08468246459961|5.125798225402832,88529.043,16,64
1511437031000,56.025,52.084712982177734|5.125919818878174,88529.047,17,64
1511437032000,56.025,52.084712982177734|5.125919818878174,88529.052,17,64
1511437033000,56.025,52.08470153808594|5.125943183898926,88529.055,17,64
1511437034000,56.025,52.08470153808594|5.125943183898926,88529.061,15,64
1511437035000,56.025,52.084632873535156|5.1260151863098145,88529.065,13,64
1511437036000,56.025,52.084632873535156|5.1260151863098145,88529.068,12,64
1511437037000,56.025,52.08456039428711|5.126091480255127,88529.072,10,64
1511437038000,56.082,52.08456039428711|5.126091480255127,88529.074,9,64
1511437039000,56.082,52.08449935913086|5.1261515617370605,88529.077,8,64
1511437040000,56.082,52.084468841552734|5.126171588897705,88529.079,6,64
1511437041000,56.082,52.084468841552734|5.126171588897705,88529.08,4,64
1511437042000,56.082,52.08441925048828|5.126204967498779,88529.081,3,64
1511437043000,56.082,52.08440399169922|5.126216888427734,88529.081,0,64
1511437061000,56.082,52.08440399169922|5.126216888427734,88529.082,1,64
1511437062000,56.111,52.08440399169922|5.126216888427734,88529.082,2,64
1511437063000,56.111,52.08440399169922|5.126216888427734,88529.083,3,64
1511437064000,56.111,52.08440399169922|5.126216888427734,88529.084,4,64
1511437065000,56.111,52.08430480957031|5.126190185546875,88529.085,3,64
1511437066000,56.111,52.08430480957031|5.126190185546875,88529.086,3,64
1511437067000,56.111,52.084285736083984|5.126208305358887,88529.087,4,64
1511437068000,56.111,52.084266662597656|5.126214981079102,88529.088,4,64
1511437069000,56.111,52.084266662597656|5.126214981079102,88529.089,5,64
1511437070000,56.111,52.08424377441406|5.1262383460998535,88529.09,7,64
1511437071000,56.111,52.08424377441406|5.1262383460998535,88529.093,10,64
1511437072000,56.111,52.08424377441406|5.1262383460998535,88529.096,13,64
1511437073000,56.158,52.08420181274414|5.126251697540283,88529.099,15,64
1511437074000,56.158,52.084190368652344|5.126253128051758,88529.105,21,64
1511437075000,56.158,52.084190368652344|5.126253128051758,88529.112,26,64
1511437076000,56.158,52.08415222167969|5.126220226287842,88529.119,28,64
1511437077000,56.158,52.08415222167969|5.126220226287842,88529.128,31,64
1511437078000,56.158,52.08415222167969|5.126220226287842,88529.137,33,64
1511437079000,56.158,52.084041595458984|5.126013278961182,88529.146,34,64
1511437080000,56.158,52.084041595458984|5.126013278961182,88529.155,34,64
1511437081000,56.158,52.084041595458984|5.126013278961182,88529.165,33,64
1511437082000,56.158,52.08390426635742|5.125706672668457,88529.171,31,64
1511437083000,56.296,52.08390426635742|5.125706672668457,88529.181,27,64
1511437084000,56.296,52.08381652832031|5.125484943389893,88529.189,25,64
1511437085000,56.296,52.08381652832031|5.125484943389893,88529.195,23,64
1511437086000,56.296,52.083736419677734|5.12528657913208,88529.201,20,64
1511437087000,56.296,52.083736419677734|5.12528657913208,88529.206,18,64
1511437088000,56.296,52.08367919921875|5.125123500823975,88529.211,16,64
1511437089000,56.296,52.08367919921875|5.125123500823975,88529.215,13,64
1511437090000,56.296,52.08363342285156|5.1249918937683105,88529.218,11,64
1511437091000,56.296,52.08363342285156|5.1249918937683105,88529.221,7,64
1511437092000,56.296,52.08363342285156|5.1249918937683105,88529.223,4,64
1511437093000,56.296,52.08359146118164|5.124858379364014,88529.224,2,64
1511437094000,56.296,52.08359146118164|5.124858379364014,88529.224,0,64
1511437126000,56.258,52.08359146118164|5.124858379364014,88529.224,2,64
1511437127000,56.258,52.083580017089844|5.124818325042725,88529.225,6,64
1511437128000,56.258,52.083580017089844|5.124818325042725,88529.228,9,64
1511437129000,56.258,52.083580017089844|5.124818325042725,88529.23,10,64
1511437130000,56.258,52.08354568481445|5.124804973602295,88529.233,10,64
1511437131000,56.258,52.08353805541992|5.1247782707214355,88529.236,9,64
1511437132000,56.258,52.08353805541992|5.1247782707214355,88529.238,9,64
1511437133000,56.258,52.08351516723633|5.12472677230835,88529.24,8,64
1511437134000,56.258,52.08350372314453|5.124696731567383,88529.243,7,64
1511437135000,56.258,52.08350372314453|5.124696731567383,88529.245,6,64
1511437136000,56.258,52.08348083496094|5.124645233154297,88529.246,6,64
1511437137000,56.283,52.08348083496094|5.124645233154297,88529.248,5,64
1511437138000,56.283,52.08348083496094|5.124645233154297,88529.249,5,64
1511437139000,56.283,52.08344650268555|5.124553203582764,88529.251,5,64
1511437140000,56.283,52.083438873291016|5.124536514282227,88529.252,7,64
1511437141000,56.283,52.083438873291016|5.124536514282227,88529.255,9,64
1511437142000,56.283,52.08342742919922|5.12451171875,88529.257,11,64
1511437143000,56.283,52.08340835571289|5.1245198249816895,88529.261,15,64
1511437144000,56.283,52.08340835571289|5.1245198249816895,88529.266,18,64
1511437145000,56.283,52.08335494995117|5.124546527862549,88529.27,21,64
1511437146000,56.283,52.08335494995117|5.124546527862549,88529.278,25,64
1511437147000,56.283,52.083290100097656|5.124581813812256,88529.285,27,64
1511437148000,56.37,52.083248138427734|5.124608516693115,88529.292,27,64
1511437149000,56.37,52.083248138427734|5.124608516693115,88529.3,25,64
1511437150000,56.37,52.08314514160156|5.124680042266846,88529.307,23,64
1511437151000,56.37,52.08314514160156|5.124680042266846,88529.313,22,64
1511437152000,56.37,52.08314514160156|5.124680042266846,88529.319,23,64
1511437153000,56.37,52.0829963684082|5.124806880950928,88529.325,23,64
1511437154000,56.37,52.082950592041016|5.1248297691345215,88529.332,23,64
1511437155000,56.37,52.082950592041016|5.1248297691345215,88529.338,21,64
1511437156000,56.37,52.082855224609375|5.124993324279785,88529.344,19,64
1511437157000,56.37,52.082855224609375|5.124993324279785,88529.349,17,64
1511437158000,56.37,52.082855224609375|5.124993324279785,88529.353,16,64
1511437159000,56.399,52.082740783691406|5.125199794769287,88529.356,14,64
1511437160000,56.399,52.08271026611328|5.125256538391113,88529.361,12,64
1511437161000,56.399,52.08268737792969|5.125301837921143,88529.364,11,64
1511437162000,56.399,52.08268737792969|5.125301837921143,88529.367,10,64
1511437163000,56.399,52.08264923095703|5.125373363494873,88529.37,10,64
1511437164000,56.399,52.08264923095703|5.125373363494873,88529.373,12,64
1511437165000,56.399,52.08260726928711|5.125414848327637,88529.376,15,64
1511437166000,56.399,52.08260726928711|5.125414848327637,88529.381,20,64
1511437167000,56.399,52.082557678222656|5.125421524047852,88529.388,25,64
1511437168000,56.399,52.08253479003906|5.125394821166992,88529.395,29,64
1511437169000,56.492,52.08253479003906|5.125394821166992,88529.403,30,64
1511437170000,56.492,52.08243942260742|5.125306606292725,88529.412,32,64
1511437171000,56.492,52.08243942260742|5.125306606292725,88529.421,33,64
1511437172000,56.492,52.08243942260742|5.125306606292725,88529.431,34,64
1511437173000,56.492,52.082279205322266|5.125086784362793,88529.437,34,64
1511437174000,56.492,52.082279205322266|5.125086784362793,88529.448,29,64
1511437175000,56.492,52.082191467285156|5.1248884201049805,88529.456,27,64
1511437176000,56.492,52.082191467285156|5.1248884201049805,88529.463,24,64
1511437177000,56.492,52.082115173339844|5.1246867179870605,88529.47,21,64
1511437178000,56.492,52.082115173339844|5.1246867179870605,88529.475,18,64
1511437179000,56.492,52.082054138183594|5.12450647354126,88529.48,14,64
1511437180000,56.492,52.082054138183594|5.12450647354126,88529.483,11,64
1511437181000,56.527,52.082054138183594|5.12450647354126,88529.486,9,64
1511437182000,56.527,52.08199691772461|5.1243133544921875,88529.488,8,64
1511437183000,56.527,52.08199691772461|5.1243133544921875,88529.49,6,64
1511437184000,56.527,52.08197784423828|5.124243259429932,88529.492,8,64
1511437185000,56.527,52.08197784423828|5.124243259429932,88529.494,9,64
1511437186000,56.527,52.08197021484375|5.124166488647461,88529.497,7,64
1511437187000,56.527,52.08195495605469|5.124136447906494,88529.499,6,64
1511437188000,56.527,52.08195495605469|5.124136447906494,88529.5,5,64
1511437189000,56.527,52.081932067871094|5.124083518981934,88529.501,5,64
1511437190000,56.527,52.081932067871094|5.124083518981934,88529.503,5,64
1511437191000,56.527,52.0819091796875|5.1240434646606445,88529.504,4,64
1511437192000,56.527,52.08190155029297|5.1240315437316895,88529.505,4,64
1511437193000,56.569,52.08190155029297|5.1240315437316895,88529.506,4,64
1511437194000,56.569,52.08187484741211|5.124026775360107,88529.507,6,64
1511437195000,56.569,52.08187484741211|5.124026775360107,88529.509,8,64
1511437196000,56.569,52.08184814453125|5.1240315437316895,88529.512,10,64
1511437197000,56.569,52.08184814453125|5.1240315437316895,88529.515,10,64
1511437198000,56.569,52.08184814453125|5.1240315437316895,88529.517,9,64
1511437199000,56.569,52.081783294677734|5.124064922332764,88529.519,9,64
1511437200000,56.569,52.081783294677734|5.124064922332764,88529.522,6,64
1511437201000,56.569,52.08173751831055|5.124084949493408,88529.523,3,64
1511437202000,56.569,52.08173751831055|5.124084949493408,88529.524,1,64
1511437203000,56.569,52.08169937133789|5.124091625213623,88529.524,0,64
1511437215000,56.569,52.08169937133789|5.124091625213623,88529.524,1,64
1511437216000,56.569,52.08169937133789|5.124091625213623,88529.524,2,64
1511437217000,56.611,52.08169937133789|5.124091625213623,88529.525,7,64
1511437218000,56.611,52.08169937133789|5.124091625213623,88529.528,13,64
1511437219000,56.611,52.08169937133789|5.124091625213623,88529.531,15,64
1511437220000,56.611,52.08165740966797|5.124091625213623,88529.536,17,64
1511437221000,56.611,52.08165740966797|5.124091625213623,88529.541,14,64
1511437222000,56.611,52.081600189208984|5.124128341674805,88529.544,13,64
1511437223000,56.611,52.081600189208984|5.124128341674805,88529.548,11,64
1511437224000,56.611,52.08152770996094|5.124166488647461,88529.551,10,64
1511437225000,56.611,52.08149719238281|5.124183177947998,88529.553,9,64
1511437226000,56.611,52.08149719238281|5.124183177947998,88529.556,6,64
1511437227000,56.669,52.081443786621094|5.124209880828857,88529.557,5,64
1511437228000,56.669,52.081424713134766|5.124218463897705,88529.558,5,64
1511437229000,56.669,52.081424713134766|5.124218463897705,88529.56,9,64
1511437230000,56.669,52.08139419555664|5.124241828918457,88529.563,14,64
1511437231000,56.669,52.08139419555664|5.124241828918457,88529.568,18,64
1511437232000,56.669,52.08139419555664|5.124241828918457,88529.574,22,64
1511437233000,56.669,52.081336975097656|5.124276638031006,88529.578,24,64
1511437234000,56.669,52.081336975097656|5.124276638031006,88529.587,24,64
1511437235000,56.669,52.08125305175781|5.124263286590576,88529.593,21,64
1511437236000,56.669,52.081199645996094|5.124228477478027,88529.599,18,64
1511437237000,56.749,52.081199645996094|5.124228477478027,88529.603,14,64
1511437238000,56.749,52.081199645996094|5.124228477478027,88529.606,11,64
1511437239000,56.749,52.081077575683594|5.124103546142578,88529.609,9,64
1511437240000,56.749,52.081077575683594|5.124103546142578,88529.612,9,64
1511437241000,56.749,52.081077575683594|5.124103546142578,88529.614,5,64
1511437242000,56.749,52.08103942871094|5.123983383178711,88529.615,5,64
1511437243000,56.749,52.08103942871094|5.123983383178711,88529.616,4,64
1511437244000,56.749,52.08103942871094|5.123983383178711,88529.617,6,64
1511437245000,56.749,52.08103942871094|5.123896598815918,88529.619,10,64
1511437246000,56.749,52.08103942871094|5.123896598815918,88529.624,18,64
1511437247000,56.749,52.0810432434082|5.123855113983154,88529.63,25,64
1511437248000,56.813,52.0810432434082|5.123855113983154,88529.637,28,64
1511437249000,56.813,52.0810546875|5.123758316040039,88529.645,29,64
1511437250000,56.813,52.0810661315918|5.123673439025879,88529.653,29,64
1511437251000,56.813,52.0810661315918|5.123673439025879,88529.661,29,64
1511437252000,56.813,52.0810661315918|5.123673439025879,88529.669,27,63.2
1511437253000,56.813,52.08107376098633|5.123340129852295,88529.676,24,63.2
1511437254000,56.813,52.08106231689453|5.123231887817383,88529.682,22,63.2
1511437255000,56.813,52.08106231689453|5.123231887817383,88529.688,22,63.2
,56.813,52.081024169921875|5.123051643371582,88529.694,22,63.2
1511437257000,56.813,52.08100128173828|5.122976779937744,88529.7,20,63.2
1511437258000,56.853,52.08100128173828|5.122976779937744,88529.706,19,63.2
1511437259000,56.853,52.08095169067383|5.122835159301758,88529.711,17,63.2
1511437260000,56.853,52.08095169067383|5.122835159301758,88529.715,14,63.2
1511437261000,56.853,52.08095169067383|5.122835159301758,88529.719,11,63.2
1511437262000,56.853,52.08088684082031|5.122674942016602,88529.721,9,63.2
1511437263000,56.853,52.08087158203125|5.12262487411499,88529.723,7,63.2
1511437264000,56.853,52.08087158203125|5.12262487411499,88529.725,5,63.2
1511437265000,56.853,52.08084487915039|5.122560024261475,88529.726,4,63.2
1511437266000,56.853,52.08083724975586|5.122536659240723,88529.727,4,63.2
1511437267000,56.853,52.08082962036133|5.122516632080078,88529.728,2,63.2
1511437268000,56.853,52.0808219909668|5.122493267059326,88529.728,1,63.2
1511437269000,56.869,52.080814361572266|5.122481822967529,88529.729,0,63.2
1511437272000,56.869,52.080814361572266|5.122481822967529,88529.729,1,63.2
1511437273000,56.869,52.080814361572266|5.122481822967529,88529.729,0,63.2
1511437308000,56.869,52.080814361572266|5.122481822967529,88529.729,4,63.2
1511437309000,56.876,52.080814361572266|5.122481822967529,88529.731,10,63.2
1511437310000,56.876,52.080814361572266|5.122481822967529,88529.734,15,63.2
1511437311000,56.876,52.080814361572266|5.122481822967529,88529.74,17,63.2
1511437312000,56.876,52.080814361572266|5.122481822967529,88529.745,17,63.2
1511437313000,56.876,52.08074188232422|5.122326850891113,88529.748,17,63.2
1511437314000,56.876,52.08073043823242|5.122286796569824,88529.754,15,63.2
1511437315000,56.876,52.08073043823242|5.122286796569824,88529.758,14,63.2
1511437316000,56.876,52.0806884765625|5.122204780578613,88529.76,12,63.2
1511437317000,56.876,52.08066177368164|5.122171878814697,88529.764,9,63.2
1511437318000,56.876,52.08066177368164|5.122171878814697,88529.766,7,63.2
1511437319000,56.876,52.08060836791992|5.122105121612549,88529.767,5,63.2
1511437320000,56.908,52.08058166503906|5.122079849243164,88529.768,1,63.2
1511437321000,56.908,52.08056640625|5.122061729431152,88529.769,0,63.2
1511437358000,56.908,52.08056640625|5.122061729431152,88529.769,2,63.2
1511437359000,56.913,52.08056640625|5.122061729431152,88529.77,6,63.2
1511437360000,56.913,52.08056640625|5.122061729431152,88529.774,16,63.2
1511437361000,56.913,52.08056640625|5.122061729431152,88529.779,23,63.2
1511437362000,56.913,52.08049774169922|5.121886730194092,88529.785,29,63.2
1511437363000,56.913,52.08049774169922|5.121886730194092,88529.795,34,63.2
1511437364000,56.913,52.0804443359375|5.121803283691406,88529.805,36,63.2
1511437365000,56.913,52.0804443359375|5.121803283691406,88529.814,37,63.2
1511437366000,56.913,52.08031463623047|5.121663570404053,88529.826,38,63.2
1511437367000,56.913,52.08031463623047|5.121663570404053,88529.836,36,63.2
1511437368000,56.913,52.080169677734375|5.121483325958252,88529.846,36,63.2
1511437369000,57.069,52.080169677734375|5.121483325958252,88529.856,36,63.2
1511437370000,57.069,52.080020904541016|5.121319770812988,88529.866,36,63.2
1511437371000,57.069,52.07994842529297|5.121241569519043,88529.876,37,63.2
1511437372000,57.069,52.07994842529297|5.121241569519043,88529.886,38,63.2
1511437373000,57.069,52.079803466796875|5.121085166931152,88529.897,40,63.2
1511437374000,57.069,52.079734802246094|5.121003150939941,88529.908,41,63.2
1511437375000,57.069,52.079734802246094|5.121003150939941,88529.919,40,63.2
1511437376000,57.069,52.0795783996582|5.120831489562988,88529.93,37,63.2
1511437377000,57.069,52.0795783996582|5.120831489562988,88529.94,33,63.2
1511437378000,57.069,52.0795783996582|5.120831489562988,88529.948,27,63.2
1511437379000,57.074,52.079349517822266|5.120564937591553,88529.955,23,63.2
1511437380000,57.074,52.079280853271484|5.12049674987793,88529.961,18,63.2
1511437381000,57.074,52.079280853271484|5.12049674987793,88529.965,13,63.2
1511437382000,57.074,52.07915496826172|5.1203718185424805,88529.967,12,63.2
1511437383000,57.074,52.079132080078125|5.12029504776001,88529.973,15,63.2
1511437384000,57.074,52.079132080078125|5.12029504776001,88529.977,17,63.2
1511437385000,57.074,52.079078674316406|5.120244979858398,88529.981,17,63.2
1511437386000,57.074,52.079044342041016|5.1202216148376465,88529.987,15,63.2
1511437387000,57.074,52.079010009765625|5.120190143585205,88529.991,14,63.2
1511437388000,57.074,52.079010009765625|5.120190143585205,88529.994,15,63.2
1511437389000,57.074,52.07896041870117|5.120128154754639,88529.999,19,63.2
1511437390000,57.134,52.07896041870117|5.120128154754639,88530.006,26,63.2
